TicketID,DateKey,CustomerID,Category,Priority,SLATargetHrs,CreatedDate,ResolvedDate,ResolutionTimeHrs,FCRFlag,PostResolutionCSAT,SLAMetFlag
TKT-00257,20250607,CUST-04997,Warranty,Low,72,2025-06-07,2025-06-09,48.7,1,5,1
TKT-00258,20240731,CUST-04668,Complaint,Low,72,2024-07-31,2024-07-31,19.2,1,4,1
TKT-00259,20250507,CUST-01256,Billing/Payment,Medium,24,2025-05-07,2025-05-07,0.7,1,3,1
TKT-00260,20240228,CUST-04616,Technical/Pump,Low,72,2024-02-28,2024-02-28,5.3,0,4,1
TKT-00261,20250720,CUST-01433,Technical/Pump,Medium,24,2025-07-20,2025-07-20,20.4,0,3,1
TKT-00262,20260202,CUST-01645,Technical/Pump,Medium,24,2026-02-02,2026-02-02,5.7,0,3,1
TKT-00263,20250209,CUST-03431,Billing/Payment,Low,72,2025-02-09,2025-02-09,3.8,1,3,1
TKT-00264,20230904,CUST-00627,Technical/Pump,Low,72,2023-09-04,2023-09-04,21.4,1,4,1
TKT-00265,20250309,CUST-02187,Technical/Pump,High,4,2025-03-09,2025-03-09,14.8,1,5,0
TKT-00266,20260104,CUST-04916,General Inquiry,Medium,24,2026-01-04,2026-01-05,26.8,0,4,0
TKT-00267,20230127,CUST-00347,Billing/Payment,Medium,24,2023-01-27,2023-01-27,15.8,0,5,1
TKT-00268,20241119,CUST-00586,Billing/Payment,Medium,24,2024-11-19,2024-11-21,68.7,1,4,0
TKT-00269,20250420,CUST-04038,Warranty,Medium,24,2025-04-20,2025-04-20,7.5,0,5,1
TKT-00270,20240210,CUST-02899,Technical/Pump,Low,72,2024-02-10,2024-02-10,22.8,1,4,1
TKT-00271,20240807,CUST-01653,Technical/Pump,Medium,24,2024-08-07,2024-08-07,13.8,0,3,1
TKT-00272,20260305,CUST-00370,General Inquiry,Medium,24,2026-03-05,,10.2,0,,0
TKT-00273,20250627,CUST-03616,Billing/Payment,Low,72,2025-06-27,2025-06-27,5.1,0,2,1
TKT-00274,20241130,CUST-03602,Technical/Pump,Medium,24,2024-11-30,2024-12-01,46.9,0,3,0
TKT-00275,20260209,CUST-01673,Installation,Medium,24,2026-02-09,2026-02-09,13.4,1,5,1
TKT-00276,20240725,CUST-04010,Technical/Pump,High,4,2024-07-25,2024-07-25,9.9,0,3,0
TKT-00277,20240909,CUST-03001,Billing/Payment,High,4,2024-09-09,,7.4,0,,0
TKT-00278,20231029,CUST-04270,General Inquiry,Medium,24,2023-10-29,2023-10-29,8.4,0,3,1
TKT-00279,20241229,CUST-04685,Technical/Pump,High,4,2024-12-29,2024-12-29,4.8,1,3,0
TKT-00280,20250919,CUST-00573,Installation,Low,72,2025-09-19,2025-09-19,15.7,0,4,1
TKT-00281,20260417,CUST-00510,Complaint,Medium,24,2026-04-17,2026-04-18,24.1,1,5,0
TKT-00282,20230702,CUST-04277,Technical/Pump,Medium,24,2023-07-02,2023-07-02,3.8,1,4,1
TKT-00283,20250319,CUST-03194,Technical/Pump,Low,72,2025-03-19,2025-03-19,3.6,1,3,1
TKT-00284,20241202,CUST-03812,Technical/Pump,Medium,24,2024-12-02,2024-12-02,1.9,1,3,1
TKT-00285,20260228,CUST-04991,Installation,High,4,2026-02-28,2026-02-28,22.6,1,4,0
TKT-00286,20250620,CUST-03358,General Inquiry,Low,72,2025-06-20,2025-06-20,3.1,1,5,1
TKT-00287,20230803,CUST-03220,Installation,High,4,2023-08-03,2023-08-04,29.4,1,4,0
TKT-00288,20260111,CUST-00619,Technical/Pump,Medium,24,2026-01-11,2026-01-13,67.8,1,4,0
TKT-00289,20240919,CUST-01769,General Inquiry,Medium,24,2024-09-19,2024-09-19,5.2,0,4,1
TKT-00290,20231016,CUST-03278,Installation,Low,72,2023-10-16,2023-10-17,31.8,0,3,1
TKT-00291,20240508,CUST-03926,General Inquiry,High,4,2024-05-08,2024-05-08,23.9,0,4,0
TKT-00292,20240519,CUST-01680,Installation,Low,72,2024-05-19,2024-05-20,33.3,0,5,1
TKT-00293,20251221,CUST-03721,Billing/Payment,Medium,24,2025-12-21,2025-12-21,2.1,0,3,1
TKT-00294,20241004,CUST-00578,Technical/Pump,Medium,24,2024-10-04,2024-10-04,4.0,0,3,1
TKT-00295,20250124,CUST-04930,Technical/Pump,Low,72,2025-01-24,2025-01-24,2.2,0,3,1
TKT-00296,20251214,CUST-03414,Billing/Payment,High,4,2025-12-14,2025-12-14,0.5,1,5,1
TKT-00297,20231008,CUST-01738,Technical/Pump,Low,72,2023-10-08,2023-10-08,14.8,1,5,1
TKT-00298,20250712,CUST-00008,General Inquiry,Medium,24,2025-07-12,2025-07-12,2.1,0,2,1
TKT-00299,20230709,CUST-04942,Technical/Pump,Medium,24,2023-07-09,2023-07-09,23.7,0,4,1
TKT-00300,20260203,CUST-02369,Technical/Pump,Medium,24,2026-02-03,2026-02-03,8.5,1,3,1
TKT-00301,20240925,CUST-01069,Technical/Pump,Low,72,2024-09-25,2024-09-25,4.5,1,3,1
TKT-00302,20260119,CUST-04287,Warranty,Medium,24,2026-01-19,2026-01-19,5.8,1,3,1
TKT-00303,20230630,CUST-01992,General Inquiry,Medium,24,2023-06-30,2023-07-01,30.4,0,5,0
TKT-00304,20240902,CUST-04402,Technical/Pump,Medium,24,2024-09-02,2024-09-03,32.3,0,4,0
TKT-00305,20250420,CUST-00575,Installation,Low,72,2025-04-20,2025-04-20,2.7,0,4,1
TKT-00306,20260204,CUST-00754,Technical/Pump,High,4,2026-02-04,2026-02-04,4.3,1,4,0
TKT-00307,20250205,CUST-01403,Installation,Medium,24,2025-02-05,2025-02-06,26.1,1,4,0
TKT-00308,20240119,CUST-00154,Technical/Pump,Low,72,2024-01-19,2024-01-19,11.8,0,3,1
TKT-00309,20230128,CUST-03702,Installation,Low,72,2023-01-28,2023-01-28,10.2,1,4,1
TKT-00310,20250617,CUST-01783,General Inquiry,Medium,24,2025-06-17,2025-06-17,16.7,1,4,1
TKT-00311,20240413,CUST-00018,Technical/Pump,Medium,24,2024-04-13,2024-04-13,3.8,1,4,1
TKT-00312,20240312,CUST-04007,Billing/Payment,Low,72,2024-03-12,2024-03-14,49.6,0,5,1
TKT-00313,20230713,CUST-00133,Complaint,Low,72,2023-07-13,2023-07-14,41.9,1,4,1
TKT-00314,20250326,CUST-04240,Installation,Low,72,2025-03-26,2025-03-27,36.2,1,3,1
TKT-00315,20230817,CUST-03115,Warranty,Low,72,2023-08-17,2023-08-17,1.8,0,5,1
TKT-00316,20260406,CUST-04905,Technical/Pump,Medium,24,2026-04-06,2026-04-06,1.8,1,4,1
TKT-00317,20260323,CUST-03918,Installation,Low,72,2026-03-23,2026-03-23,19.3,0,4,1
TKT-00318,20250814,CUST-03281,Billing/Payment,High,4,2025-08-14,2025-08-15,32.0,1,5,0
TKT-00319,20250204,CUST-04528,Billing/Payment,High,4,2025-02-04,2025-02-04,1.1,0,5,1
TKT-00320,20260426,CUST-01116,Billing/Payment,Low,72,2026-04-26,2026-04-26,0.8,1,5,1
TKT-00321,20250831,CUST-04707,Technical/Pump,Low,72,2025-08-31,2025-08-31,23.9,1,3,1
TKT-00322,20240501,CUST-03705,Billing/Payment,Medium,24,2024-05-01,2024-05-02,27.6,1,4,0
TKT-00323,20250909,CUST-00409,General Inquiry,Medium,24,2025-09-09,2025-09-09,7.8,1,5,1
TKT-00324,20240313,CUST-02395,Installation,Medium,24,2024-03-13,2024-03-13,2.9,1,3,1
TKT-00325,20230422,CUST-00682,Warranty,High,4,2023-04-22,2023-04-24,53.3,0,5,0
TKT-00326,20250115,CUST-00640,Technical/Pump,Medium,24,2025-01-15,,4.4,0,,0
TKT-00327,20240918,CUST-04698,Warranty,Low,72,2024-09-18,2024-09-20,49.0,1,3,1
TKT-00328,20250820,CUST-01020,Technical/Pump,High,4,2025-08-20,2025-08-20,15.5,1,4,0
TKT-00329,20240424,CUST-02473,Billing/Payment,Medium,24,2024-04-24,2024-04-24,14.8,1,3,1
TKT-00330,20230830,CUST-00579,Technical/Pump,Medium,24,2023-08-30,2023-09-01,51.6,0,4,0
TKT-00331,20240628,CUST-01306,Warranty,Low,72,2024-06-28,2024-06-28,4.9,1,4,1
TKT-00332,20240903,CUST-00620,Billing/Payment,Medium,24,2024-09-03,2024-09-03,11.2,1,4,1
TKT-00333,20250612,CUST-01492,General Inquiry,Medium,24,2025-06-12,2025-06-12,5.1,1,4,1
TKT-00334,20250515,CUST-04136,Technical/Pump,Medium,24,2025-05-15,2025-05-15,19.1,1,4,1
TKT-00335,20250210,CUST-02800,Billing/Payment,High,4,2025-02-10,2025-02-10,3.9,1,3,1
TKT-00336,20240218,CUST-04135,Warranty,Medium,24,2024-02-18,2024-02-18,19.4,1,2,1
TKT-00337,20250921,CUST-04892,Billing/Payment,Medium,24,2025-09-21,2025-09-22,24.5,0,4,0
TKT-00338,20250112,CUST-01841,General Inquiry,Low,72,2025-01-12,2025-01-12,6.0,0,5,1
TKT-00339,20260331,CUST-00061,Technical/Pump,Medium,24,2026-03-31,2026-03-31,7.9,0,2,1
TKT-00340,20241126,CUST-02059,Installation,Low,72,2024-11-26,2024-11-26,10.5,1,3,1
TKT-00341,20250123,CUST-03306,Technical/Pump,Medium,24,2025-01-23,,6.7,0,,0
TKT-00342,20250122,CUST-03301,Billing/Payment,Medium,24,2025-01-22,2025-01-22,4.2,0,3,1
TKT-00343,20250913,CUST-01205,Installation,Low,72,2025-09-13,2025-09-13,2.7,1,2,1
TKT-00344,20240814,CUST-02047,Technical/Pump,Medium,24,2024-08-14,2024-08-14,16.2,1,4,1
TKT-00345,20250716,CUST-00930,Complaint,Low,72,2025-07-16,2025-07-16,1.8,1,4,1
TKT-00346,20250423,CUST-00846,Billing/Payment,Medium,24,2025-04-23,2025-04-23,6.5,0,3,1
TKT-00347,20240229,CUST-02490,Installation,Medium,24,2024-02-29,2024-02-29,6.8,0,5,1
TKT-00348,20240809,CUST-04610,Billing/Payment,Low,72,2024-08-09,2024-08-09,9.2,0,3,1
TKT-00349,20250701,CUST-01179,Technical/Pump,Low,72,2025-07-01,2025-07-03,56.5,0,3,1
TKT-00350,20250114,CUST-00379,Technical/Pump,High,4,2025-01-14,2025-01-14,3.1,1,5,1
TKT-00351,20251212,CUST-03249,Warranty,Medium,24,2025-12-12,2025-12-13,41.4,1,4,0
TKT-00352,20240522,CUST-02070,Complaint,Low,72,2024-05-22,2024-05-22,0.9,0,3,1
TKT-00353,20250731,CUST-02458,Technical/Pump,Low,72,2025-07-31,,1.7,0,,0
TKT-00354,20241129,CUST-00141,Billing/Payment,Low,72,2024-11-29,2024-11-29,2.8,1,5,1
TKT-00355,20240320,CUST-04798,Billing/Payment,High,4,2024-03-20,2024-03-22,64.6,1,5,0
TKT-00356,20240719,CUST-04883,Technical/Pump,Medium,24,2024-07-19,2024-07-19,5.1,1,4,1
TKT-00357,20241005,CUST-03220,Complaint,Medium,24,2024-10-05,2024-10-07,50.2,1,2,0
TKT-00358,20230704,CUST-04913,General Inquiry,Medium,24,2023-07-04,2023-07-04,5.4,0,4,1
TKT-00359,20250827,CUST-00550,Billing/Payment,Low,72,2025-08-27,2025-08-28,26.7,0,3,1
TKT-00360,20230330,CUST-01522,Billing/Payment,Low,72,2023-03-30,2023-04-01,55.5,1,4,1
TKT-00361,20250729,CUST-03856,Technical/Pump,High,4,2025-07-29,2025-07-29,9.4,0,5,0
TKT-00362,20240822,CUST-00933,Technical/Pump,Low,72,2024-08-22,2024-08-22,8.7,1,5,1
TKT-00363,20251025,CUST-00367,Technical/Pump,Low,72,2025-10-25,2025-10-25,22.4,1,5,1
TKT-00364,20250919,CUST-01959,Technical/Pump,Low,72,2025-09-19,2025-09-19,5.0,1,5,1
TKT-00365,20250218,CUST-03673,Billing/Payment,Medium,24,2025-02-18,2025-02-18,21.8,1,3,1
TKT-00366,20260416,CUST-02298,General Inquiry,Low,72,2026-04-16,2026-04-16,1.1,0,3,1
TKT-00367,20251029,CUST-02205,Installation,Medium,24,2025-10-29,2025-10-30,34.0,1,4,0
TKT-00368,20240616,CUST-03213,Warranty,Low,72,2024-06-16,2024-06-17,38.0,1,3,1
TKT-00369,20250917,CUST-01367,Technical/Pump,Medium,24,2025-09-17,2025-09-18,29.9,1,4,0
TKT-00370,20240106,CUST-01723,Technical/Pump,Medium,24,2024-01-06,2024-01-06,13.6,1,5,1
TKT-00371,20241022,CUST-03886,Warranty,Low,72,2024-10-22,2024-10-22,12.7,0,4,1
TKT-00372,20250929,CUST-00622,Technical/Pump,Medium,24,2025-09-29,2025-09-29,20.2,1,3,1
TKT-00373,20260303,CUST-02256,Warranty,Medium,24,2026-03-03,2026-03-03,1.5,0,3,1
TKT-00374,20250812,CUST-02909,Technical/Pump,Low,72,2025-08-12,2025-08-12,10.4,0,5,1
TKT-00375,20250609,CUST-03785,Billing/Payment,Medium,24,2025-06-09,2025-06-09,8.7,1,3,1
TKT-00376,20250616,CUST-00976,Warranty,High,4,2025-06-16,2025-06-17,32.6,0,4,0
TKT-00377,20251003,CUST-04753,Complaint,High,4,2025-10-03,2025-10-03,6.1,1,3,0
TKT-00378,20250213,CUST-00072,Technical/Pump,Medium,24,2025-02-13,2025-02-14,34.7,1,4,0
TKT-00379,20250221,CUST-04152,Technical/Pump,Low,72,2025-02-21,2025-02-21,10.7,1,5,1
TKT-00380,20240707,CUST-01130,Technical/Pump,Low,72,2024-07-07,2024-07-08,44.0,1,4,1
TKT-00381,20250903,CUST-00951,Technical/Pump,High,4,2025-09-03,2025-09-03,4.0,0,3,1
TKT-00382,20250814,CUST-02433,Billing/Payment,Low,72,2025-08-14,2025-08-15,36.7,1,5,1
TKT-00383,20250601,CUST-03550,Billing/Payment,High,4,2025-06-01,2025-06-01,19.7,0,4,0
TKT-00384,20241011,CUST-00626,Technical/Pump,Low,72,2024-10-11,2024-10-11,1.3,1,4,1
TKT-00385,20240613,CUST-00824,General Inquiry,High,4,2024-06-13,2024-06-13,0.5,0,3,1
TKT-00386,20250529,CUST-04388,Complaint,Medium,24,2025-05-29,2025-05-29,16.1,1,4,1
TKT-00387,20240318,CUST-04836,Warranty,Medium,24,2024-03-18,,16.2,0,,0
TKT-00388,20240710,CUST-04967,Technical/Pump,Low,72,2024-07-10,2024-07-10,3.4,1,4,1
TKT-00389,20240611,CUST-04025,Complaint,Medium,24,2024-06-11,2024-06-11,21.8,0,3,1
TKT-00390,20250428,CUST-02405,Installation,Low,72,2025-04-28,2025-04-28,17.2,1,3,1
TKT-00391,20260222,CUST-03050,Billing/Payment,Low,72,2026-02-22,2026-02-22,2.3,1,4,1
TKT-00392,20250422,CUST-03545,Complaint,Medium,24,2025-04-22,2025-04-22,4.1,0,4,1
TKT-00393,20231114,CUST-01311,Warranty,Medium,24,2023-11-14,2023-11-14,22.8,0,5,1
TKT-00394,20251110,CUST-04155,Technical/Pump,Low,72,2025-11-10,2025-11-10,13.1,1,3,1
TKT-00395,20241118,CUST-01933,Billing/Payment,Medium,24,2024-11-18,2024-11-19,41.7,1,4,0
TKT-00396,20250601,CUST-04839,Billing/Payment,Low,72,2025-06-01,2025-06-01,3.8,0,3,1
TKT-00397,20240623,CUST-03069,Warranty,Medium,24,2024-06-23,2024-06-23,0.7,0,3,1
TKT-00398,20240427,CUST-04510,Technical/Pump,Medium,24,2024-04-27,2024-04-27,20.2,0,3,1
TKT-00399,20241126,CUST-02580,Technical/Pump,Low,72,2024-11-26,2024-11-26,0.5,0,3,1
TKT-00400,20240712,CUST-04883,Installation,Medium,24,2024-07-12,,69.9,0,,0
TKT-00401,20250410,CUST-00376,Billing/Payment,Low,72,2025-04-10,2025-04-11,27.5,0,3,1
TKT-00402,20250902,CUST-00605,Billing/Payment,Medium,24,2025-09-02,2025-09-02,1.3,1,2,1
TKT-00403,20240819,CUST-04850,General Inquiry,Low,72,2024-08-19,2024-08-19,5.1,1,4,1
TKT-00404,20240203,CUST-02707,Technical/Pump,Medium,24,2024-02-03,2024-02-03,1.6,0,4,1
TKT-00405,20240915,CUST-02711,Billing/Payment,High,4,2024-09-15,2024-09-15,3.4,0,4,1
TKT-00406,20250309,CUST-04463,Billing/Payment,Medium,24,2025-03-09,2025-03-10,27.6,1,2,0
TKT-00407,20251019,CUST-01795,Installation,High,4,2025-10-19,,27.9,0,,0
TKT-00408,20250906,CUST-03067,Technical/Pump,High,4,2025-09-06,,18.6,0,,0
TKT-00409,20251225,CUST-03270,Installation,Medium,24,2025-12-25,2025-12-25,4.0,0,4,1
TKT-00410,20240517,CUST-00243,Technical/Pump,Low,72,2024-05-17,2024-05-17,9.9,1,4,1
TKT-00411,20250523,CUST-04156,General Inquiry,Medium,24,2025-05-23,2025-05-23,1.0,0,4,1
TKT-00412,20240802,CUST-03428,Warranty,Low,72,2024-08-02,2024-08-02,19.8,1,5,1
TKT-00413,20240614,CUST-03729,General Inquiry,Low,72,2024-06-14,2024-06-14,1.7,0,4,1
TKT-00414,20240809,CUST-01591,Complaint,Low,72,2024-08-09,2024-08-09,2.2,1,5,1
TKT-00415,20250907,CUST-01543,Technical/Pump,High,4,2025-09-07,2025-09-08,24.0,1,5,0
TKT-00416,20251028,CUST-00282,Billing/Payment,High,4,2025-10-28,2025-10-28,1.7,1,4,1
TKT-00417,20250126,CUST-04181,Technical/Pump,Low,72,2025-01-26,2025-01-26,18.4,0,2,1
TKT-00418,20240717,CUST-04204,Technical/Pump,Medium,24,2024-07-17,2024-07-17,14.1,0,4,1
TKT-00419,20241208,CUST-01227,General Inquiry,Medium,24,2024-12-08,2024-12-08,7.2,0,3,1
TKT-00420,20251028,CUST-02360,Billing/Payment,Low,72,2025-10-28,2025-10-28,6.5,0,4,1
TKT-00421,20260128,CUST-03302,Technical/Pump,Medium,24,2026-01-28,,9.0,0,,0
TKT-00422,20250909,CUST-03841,Billing/Payment,Medium,24,2025-09-09,2025-09-10,42.3,0,3,0
TKT-00423,20240913,CUST-02850,Technical/Pump,Low,72,2024-09-13,2024-09-14,29.7,0,2,1
TKT-00424,20250831,CUST-04067,General Inquiry,Medium,24,2025-08-31,2025-08-31,4.7,1,5,1
TKT-00425,20260114,CUST-00737,General Inquiry,Low,72,2026-01-14,2026-01-14,3.6,1,5,1
TKT-00426,20250306,CUST-00364,Technical/Pump,Medium,24,2025-03-06,2025-03-06,0.5,0,2,1
TKT-00427,20260216,CUST-04725,Technical/Pump,High,4,2026-02-16,2026-02-17,31.1,1,4,0
TKT-00428,20251103,CUST-02968,Billing/Payment,High,4,2025-11-03,2025-11-04,32.1,0,4,0
TKT-00429,20260312,CUST-01399,Billing/Payment,Low,72,2026-03-12,2026-03-13,26.5,1,3,1
TKT-00430,20231026,CUST-01065,General Inquiry,Medium,24,2023-10-26,2023-10-26,2.9,1,3,1
TKT-00431,20240106,CUST-04751,Warranty,Medium,24,2024-01-06,2024-01-06,9.5,1,5,1
TKT-00432,20251001,CUST-00325,Technical/Pump,High,4,2025-10-01,2025-10-01,6.7,1,2,0
TKT-00433,20240522,CUST-03846,General Inquiry,Medium,24,2024-05-22,2024-05-22,4.2,1,2,1
TKT-00434,20240805,CUST-01940,Installation,Medium,24,2024-08-05,2024-08-05,1.0,1,3,1
TKT-00435,20240512,CUST-01608,Warranty,High,4,2024-05-12,2024-05-16,110.9,1,5,0
TKT-00436,20240625,CUST-02855,Technical/Pump,Medium,24,2024-06-25,2024-06-25,15.4,1,3,1
TKT-00437,20250121,CUST-00239,Billing/Payment,Medium,24,2025-01-21,2025-01-21,2.9,0,4,1
TKT-00438,20240828,CUST-02992,Complaint,Low,72,2024-08-28,2024-08-28,4.5,0,5,1
TKT-00439,20251021,CUST-03272,General Inquiry,Low,72,2025-10-21,2025-10-21,6.5,0,4,1
TKT-00440,20250319,CUST-01330,Technical/Pump,Medium,24,2025-03-19,2025-03-19,14.0,1,4,1
TKT-00441,20231213,CUST-04013,General Inquiry,Medium,24,2023-12-13,2023-12-13,7.4,1,4,1
TKT-00442,20241014,CUST-00861,Technical/Pump,Medium,24,2024-10-14,2024-10-14,12.4,0,3,1
TKT-00443,20250720,CUST-03663,Installation,Medium,24,2025-07-20,2025-07-20,2.4,0,5,1
TKT-00444,20230502,CUST-03080,Technical/Pump,High,4,2023-05-02,2023-05-03,45.4,1,3,0
TKT-00445,20231015,CUST-00500,Technical/Pump,Low,72,2023-10-15,2023-10-15,8.8,0,2,1
TKT-00446,20260209,CUST-02522,Technical/Pump,Medium,24,2026-02-09,2026-02-12,73.7,0,3,0
TKT-00447,20250614,CUST-04282,Technical/Pump,Medium,24,2025-06-14,2025-06-14,3.2,1,4,1
TKT-00448,20250215,CUST-04662,Billing/Payment,Low,72,2025-02-15,2025-02-15,9.0,0,3,1
TKT-00449,20260413,CUST-04798,Technical/Pump,Low,72,2026-04-13,2026-04-13,4.4,1,4,1
TKT-00450,20230814,CUST-00113,General Inquiry,Low,72,2023-08-14,2023-08-16,52.7,0,3,1
TKT-00451,20241220,CUST-00409,Technical/Pump,Medium,24,2024-12-20,2024-12-22,56.5,0,4,0
TKT-00452,20241023,CUST-02475,Technical/Pump,High,4,2024-10-23,2024-10-24,35.7,1,3,0
TKT-00453,20250411,CUST-01207,Billing/Payment,Low,72,2025-04-11,2025-04-11,2.6,0,3,1
TKT-00454,20250717,CUST-01962,Billing/Payment,Low,72,2025-07-17,2025-07-18,31.8,0,4,1
TKT-00455,20260209,CUST-04401,Billing/Payment,Medium,24,2026-02-09,2026-02-09,1.4,1,4,1
TKT-00456,20240313,CUST-00751,Technical/Pump,Low,72,2024-03-13,2024-03-13,3.0,1,4,1
TKT-00457,20250827,CUST-03994,Billing/Payment,Low,72,2025-08-27,2025-08-27,11.5,1,4,1
TKT-00458,20240820,CUST-02627,General Inquiry,High,4,2024-08-20,2024-08-21,28.0,1,4,0
TKT-00459,20230927,CUST-03653,Billing/Payment,Medium,24,2023-09-27,2023-09-27,15.4,0,4,1
TKT-00460,20250714,CUST-04208,Technical/Pump,Low,72,2025-07-14,2025-07-15,34.4,0,2,1
TKT-00461,20240813,CUST-01252,Billing/Payment,Low,72,2024-08-13,2024-08-13,0.6,0,2,1
TKT-00462,20250617,CUST-02156,Billing/Payment,Medium,24,2025-06-17,,8.8,0,,0
TKT-00463,20250706,CUST-04479,Warranty,Medium,24,2025-07-06,2025-07-07,34.8,1,4,0
TKT-00464,20251123,CUST-02975,Billing/Payment,Medium,24,2025-11-23,2025-11-24,29.7,1,4,0
TKT-00465,20251021,CUST-04590,General Inquiry,Medium,24,2025-10-21,2025-10-21,6.5,1,4,1
TKT-00466,20250223,CUST-02070,Warranty,High,4,2025-02-23,2025-02-23,12.6,1,4,0
TKT-00467,20250131,CUST-00335,Warranty,Medium,24,2025-01-31,2025-01-31,0.5,1,4,1
TKT-00468,20250705,CUST-03055,Billing/Payment,Medium,24,2025-07-05,2025-07-06,39.4,0,3,0
TKT-00469,20251025,CUST-02350,Installation,High,4,2025-10-25,2025-10-26,31.5,0,4,0
TKT-00470,20240420,CUST-04992,Billing/Payment,Medium,24,2024-04-20,2024-04-20,7.2,0,3,1
TKT-00471,20260208,CUST-03791,Complaint,Medium,24,2026-02-08,2026-02-09,35.3,0,4,0
TKT-00472,20250401,CUST-02553,Installation,Medium,24,2025-04-01,2025-04-02,28.5,1,5,0
TKT-00473,20250427,CUST-03901,Complaint,Low,72,2025-04-27,2025-04-27,12.4,0,4,1
TKT-00474,20241228,CUST-02036,Billing/Payment,Low,72,2024-12-28,2024-12-28,14.4,1,5,1
TKT-00475,20250216,CUST-04200,Technical/Pump,High,4,2025-02-16,2025-02-17,34.8,1,4,0
TKT-00476,20260222,CUST-04721,Installation,High,4,2026-02-22,2026-02-22,8.7,1,4,0
TKT-00477,20250514,CUST-00322,Warranty,Medium,24,2025-05-14,2025-05-14,6.1,0,4,1
TKT-00478,20241127,CUST-01247,Installation,High,4,2024-11-27,2024-11-28,38.2,1,3,0
TKT-00479,20250107,CUST-00168,General Inquiry,Medium,24,2025-01-07,2025-01-08,37.6,1,5,0
TKT-00480,20250202,CUST-00776,Complaint,Medium,24,2025-02-02,2025-02-02,11.1,1,5,1
TKT-00481,20231209,CUST-03959,Billing/Payment,Medium,24,2023-12-09,2023-12-09,2.5,1,4,1
TKT-00482,20231008,CUST-02923,Warranty,Medium,24,2023-10-08,2023-10-09,30.2,1,3,0
TKT-00483,20250723,CUST-02657,Billing/Payment,Low,72,2025-07-23,2025-07-23,3.0,1,5,1
TKT-00484,20250927,CUST-04043,Installation,Medium,24,2025-09-27,2025-09-27,5.2,1,4,1
TKT-00485,20240316,CUST-02933,Technical/Pump,Low,72,2024-03-16,2024-03-16,8.4,0,4,1
TKT-00486,20250701,CUST-03362,Warranty,Low,72,2025-07-01,2025-07-01,8.3,1,5,1
TKT-00487,20240722,CUST-00485,Technical/Pump,High,4,2024-07-22,2024-07-22,10.7,1,3,0
TKT-00488,20231015,CUST-03180,Complaint,Low,72,2023-10-15,,10.2,0,,0
TKT-00489,20250625,CUST-03393,Technical/Pump,Low,72,2025-06-25,2025-06-25,1.2,1,4,1
TKT-00490,20240601,CUST-02414,Billing/Payment,High,4,2024-06-01,2024-06-02,42.4,0,3,0
TKT-00491,20230803,CUST-01727,Billing/Payment,Medium,24,2023-08-03,2023-08-04,25.2,0,4,0
TKT-00492,20250517,CUST-04070,Billing/Payment,Low,72,2025-05-17,2025-05-18,32.0,1,2,1
TKT-00493,20230310,CUST-02092,Installation,Medium,24,2023-03-10,2023-03-10,12.0,0,5,1
TKT-00494,20240504,CUST-03287,General Inquiry,High,4,2024-05-04,2024-05-04,1.6,1,4,1
TKT-00495,20250318,CUST-04396,Billing/Payment,Medium,24,2025-03-18,2025-03-18,7.2,0,5,1
TKT-00496,20251118,CUST-03030,Installation,Medium,24,2025-11-18,2025-11-18,3.1,0,3,1
TKT-00497,20251218,CUST-01313,Technical/Pump,Medium,24,2025-12-18,2025-12-18,7.3,1,3,1
TKT-00498,20250214,CUST-04847,Installation,High,4,2025-02-14,2025-02-14,2.2,1,4,1
TKT-00499,20250412,CUST-01818,Installation,Medium,24,2025-04-12,2025-04-12,7.9,1,5,1
TKT-00500,20230804,CUST-01260,Billing/Payment,Low,72,2023-08-04,2023-08-05,38.0,0,3,1
TKT-00501,20240423,CUST-00404,Warranty,Medium,24,2024-04-23,2024-04-23,13.0,0,4,1
TKT-00502,20260203,CUST-02076,Technical/Pump,Medium,24,2026-02-03,2026-02-03,4.6,1,4,1
TKT-00503,20250227,CUST-04758,General Inquiry,Medium,24,2025-02-27,2025-03-01,55.5,1,5,0
TKT-00504,20251210,CUST-04951,Billing/Payment,Medium,24,2025-12-10,2025-12-10,0.5,0,4,1
TKT-00505,20250531,CUST-02135,Billing/Payment,Low,72,2025-05-31,2025-05-31,3.4,1,4,1
TKT-00506,20250401,CUST-02422,Technical/Pump,Low,72,2025-04-01,2025-04-03,49.4,1,4,1
TKT-00507,20230724,CUST-01533,Billing/Payment,Medium,24,2023-07-24,2023-07-24,18.5,1,2,1
TKT-00508,20250603,CUST-03859,General Inquiry,Medium,24,2025-06-03,2025-06-03,20.1,0,3,1
TKT-00509,20251015,CUST-02657,Billing/Payment,High,4,2025-10-15,2025-10-15,14.8,0,2,0
TKT-00510,20240917,CUST-02285,Technical/Pump,Low,72,2024-09-17,2024-09-17,7.1,1,3,1
TKT-00511,20240405,CUST-03624,Technical/Pump,Low,72,2024-04-05,2024-04-05,7.3,1,3,1
TKT-00512,20251210,CUST-01600,General Inquiry,Medium,24,2025-12-10,2025-12-10,12.8,1,5,1
TKT-00513,20230513,CUST-03327,Billing/Payment,Low,72,2023-05-13,2023-05-13,11.0,0,5,1
TKT-00514,20240128,CUST-01600,Billing/Payment,Medium,24,2024-01-28,2024-01-28,17.6,1,4,1
